MOIS,THEMATIQUES,TF1,France_2,France_3,Canal_plus,Arte
juil.-13,Culture_loisirs,74,53,23,7,33
juil.-13,Economie,63,67,43,25,16
juil.-13,Education,10,12,7,2,0
juil.-13,Environnement,49,59,27,13,3
juil.-13,Faits divers,28,35,24,25,2
juil.-13,Histoire_hommages,9,8,8,1,1
juil.-13,International,54,75,50,62,160
juil.-13,Justice,27,44,25,41,44
juil.-13,Politique_France,51,81,48,32,7
juil.-13,Santé,19,27,21,7,1
juil.-13,Sciences et techniques,11,17,8,4,1
juil.-13,Société,148,192,101,90,32
juil.-13,Sport,57,66,53,50,0
août-13,Catastrophes,34,56,38,18,3
août-13,Culture_loisirs,70,50,25,12,26
août-13,Economie,62,91,52,19,15
août-13,Education,19,8,11,5,0
août-13,Environnement,26,31,19,11,11
août-13,Faits divers,57,63,49,42,5
août-13,Histoire_hommages,8,4,5,5,6
août-13,International,59,102,47,63,110
août-13,Justice,17,27,20,21,19
août-13,Politique_France,23,29,23,12,3
août-13,Santé,13,6,17,5,7
août-13,Sciences et techniques,17,19,10,4,1
août-13,Société,96,142,58,63,19
août-13,Sport,44,52,24,21,1
sept.-13,Catastrophes,16,30,17,12,3
sept.-13,Culture_loisirs,56,35,32,7,27
sept.-13,Economie,53,74,42,34,16
sept.-13,Education,21,30,10,8,2
sept.-13,Environnement,23,39,22,15,13
sept.-13,Faits divers,47,61,41,17,1
sept.-13,Histoire_hommages,5,13,6,5,4
sept.-13,International,95,120,76,53,120
sept.-13,Justice,14,17,19,15,13
sept.-13,Politique_France,30,45,32,15,6
sept.-13,Santé,18,17,16,9,3
sept.-13,Sciences et techniques,15,7,4,6,1
sept.-13,Société,75,92,64,41,22
sept.-13,Sport,44,39,14,15,1
oct.-13,Catastrophes,40,63,42,15,18
oct.-13,Culture_loisirs,71,49,26,14,34
oct.-13,Economie,88,117,87,46,23
oct.-13,Education,19,17,10,1,1
oct.-13,Environnement,20,36,15,15,7
oct.-13,Faits divers,31,37,34,13,1
oct.-13,Histoire_hommages,11,15,14,4,13
oct.-13,International,71,97,38,63,125
oct.-13,Justice,30,31,34,18,14
oct.-13,Politique_France,63,89,50,34,15
oct.-13,Santé,32,24,25,12,5
oct.-13,Sciences et techniques,11,21,7,11,5
oct.-13,Société,101,157,84,70,39
oct.-13,Sport,52,40,31,15,1
nov.-13,Catastrophes,48,57,34,17,11
nov.-13,Culture_loisirs,47,41,13,16,25
nov.-13,Economie,92,109,71,41,20
nov.-13,Education,7,6,8,5,3
nov.-13,Environnement,10,26,21,6,13
nov.-13,Faits divers,33,37,41,15,1
nov.-13,Histoire_hommages,27,31,23,10,16
nov.-13,International,52,78,40,61,102
nov.-13,Justice,12,15,25,19,7
nov.-13,Politique_France,28,28,29,26,5
nov.-13,Santé,11,18,16,3,0
nov.-13,Sciences et techniques,6,15,8,5,4
nov.-13,Société,74,93,66,54,32
nov.-13,Sport,52,32,27,24,2
déc.-13,Catastrophes,58,60,51,33,0
déc.-13,Culture_loisirs,71,69,26,12,33
déc.-13,Economie,86,113,66,31,16
déc.-13,Education,10,12,7,4,2
déc.-13,Environnement,23,31,23,14,3
déc.-13,Faits divers,43,40,38,19,3
déc.-13,Histoire_hommages,46,54,37,26,15
déc.-13,International,79,101,57,87,141
déc.-13,Justice,18,16,24,14,16
déc.-13,Politique_France,28,36,31,29,5
déc.-13,Santé,17,20,19,7,3
déc.-13,Sciences et techniques,9,14,13,7,6
déc.-13,Société,117,158,114,71,44
déc.-13,Sport,33,27,22,11,0
janv.-14,Catastrophes,61,71,47,13,2
janv.-14,Culture_loisirs,50,40,16,13,22
janv.-14,Economie,46,61,34,26,14
janv.-14,Education,18,13,12,3,3
janv.-14,Environnement,29,29,35,14,10
janv.-14,Faits divers,20,20,21,13,1
janv.-14,Histoire_hommages,9,13,13,5,12
janv.-14,International,46,72,35,55,124
janv.-14,Justice,32,34,33,21,12
janv.-14,Politique_France,31,35,31,14,5
janv.-14,Santé,28,25,25,10,1
janv.-14,Sciences et techniques,13,7,12,12,2
janv.-14,Société,114,146,78,63,22
janv.-14,Sport,44,32,24,18,2
févr.-14,Catastrophes,58,54,50,15,2
févr.-14,Culture_loisirs,45,41,16,14,28
févr.-14,Economie,70,76,46,24,14
févr.-14,Education,13,7,1,0,2
févr.-14,Environnement,47,64,28,9,5
févr.-14,Faits divers,17,28,18,14,3
févr.-14,Histoire_hommages,6,10,4,5,9
févr.-14,International,64,99,47,64,115
févr.-14,Justice,20,19,22,23,15
févr.-14,Politique_France,22,20,15,13,9
févr.-14,Santé,15,16,17,7,2
févr.-14,Sciences et techniques,12,11,2,5,1
févr.-14,Société,91,90,56,49,26
févr.-14,Sport,73,117,33,18,5
mars-14,Catastrophes,51,53,29,16,10
mars-14,Culture_loisirs,37,32,23,17,28
mars-14,Economie,39,60,34,17,10
mars-14,Education,7,9,4,1,5
mars-14,Environnement,47,55,37,16,6
mars-14,Faits divers,11,11,10,12,0
mars-14,Histoire_hommages,11,12,12,5,10
mars-14,International,87,111,46,60,113
mars-14,Justice,45,50,39,45,20
mars-14,Politique_France,55,77,62,26,15
mars-14,Santé,14,21,16,9,3
mars-14,Sciences et techniques,11,12,5,6,3
mars-14,Société,64,69,43,40,18
mars-14,Sport,32,35,20,18,0
avr.-14,Catastrophes,18,36,16,20,9
avr.-14,Culture_loisirs,53,50,20,21,35
avr.-14,Economie,67,79,58,26,19
avr.-14,Education,11,8,8,0,2
avr.-14,Environnement,23,27,17,4,4
avr.-14,Faits divers,24,33,34,14,1
avr.-14,Histoire_hommages,21,22,17,8,11
avr.-14,International,74,114,63,78,144
avr.-14,Justice,24,30,35,22,10
avr.-14,Politique_France,112,146,94,54,24
avr.-14,Santé,19,22,20,1,6
avr.-14,Sciences et techniques,15,16,12,7,3
avr.-14,Société,99,130,81,47,35
avr.-14,Sport,46,40,31,39,0
mai-14,Catastrophes,25,32,22,10,10
mai-14,Culture_loisirs,60,33,29,21,23
mai-14,Economie,42,82,43,31,7
mai-14,Education,16,9,6,1,0
mai-14,Environnement,20,23,9,5,2
mai-14,Faits divers,23,29,30,7,0
mai-14,Histoire_hommages,18,24,19,6,9
mai-14,International,114,155,79,77,138
mai-14,Justice,28,36,36,21,7
mai-14,Politique_France,23,38,34,15,8
mai-14,Santé,15,9,16,7,2
mai-14,Sciences et techniques,8,17,2,4,1
mai-14,Société,58,87,64,30,25
mai-14,Sport,52,47,27,27,0
juin-14,Catastrophes,10,24,10,8,3
juin-14,Culture_loisirs,23,40,18,18,30
juin-14,Economie,30,57,27,14,13
juin-14,Education,21,13,17,6,3
juin-14,Environnement,12,24,15,3,3
juin-14,Faits divers,16,19,18,14,1
juin-14,Histoire_hommages,45,57,39,13,6
juin-14,International,48,89,35,62,124
juin-14,Justice,28,41,33,34,17
juin-14,Politique_France,32,43,15,12,7
juin-14,Santé,6,5,8,2,2
juin-14,Sciences et techniques,3,8,4,5,0
juin-14,Société,98,126,83,48,21
juin-14,Sport,150,93,57,46,2
juil.-14,Catastrophes,131,140,87,41,26
juil.-14,Culture_loisirs,49,40,31,27,35
juil.-14,Economie,51,65,43,15,12
juil.-14,Education,9,10,10,4,2
juil.-14,Environnement,19,38,20,9,4
juil.-14,Faits divers,20,29,24,15,1
juil.-14,Histoire_hommages,17,19,12,8,9
juil.-14,International,68,115,43,83,143
juil.-14,Justice,26,45,33,25,13
juil.-14,Politique_France,37,47,38,23,10
juil.-14,Santé,9,22,13,12,6
juil.-14,Sciences et techniques,5,15,7,9,0
juil.-14,Société,95,123,91,47,30
juil.-14,Sport,152,112,69,58,9
août-14,Catastrophes,32,45,35,14,5
août-14,Culture_loisirs,62,37,12,18,26
août-14,Economie,66,68,43,18,12
août-14,Education,17,8,4,2,0
août-14,Environnement,27,23,11,5,3
août-14,Faits divers,16,31,29,8,2
août-14,Histoire_hommages,29,30,26,14,13
août-14,International,75,113,54,82,120
août-14,Justice,16,26,16,13,4
août-14,Politique_France,48,55,45,24,10
août-14,Santé,11,27,13,18,13
août-14,Sciences et techniques,12,11,5,9,2
août-14,Société,51,99,76,37,29
août-14,Sport,47,74,35,29,0
sept.-14,Catastrophes,40,54,40,7,6
sept.-14,Culture_loisirs,63,43,24,20,30
sept.-14,Economie,66,85,60,30,6
sept.-14,Education,23,20,20,5,2
sept.-14,Environnement,24,32,19,7,6
sept.-14,Faits divers,21,30,26,6,1
sept.-14,Histoire_hommages,10,9,8,3,5
sept.-14,International,132,163,67,86,177
sept.-14,Justice,27,29,27,16,6
sept.-14,Politique_France,74,103,76,32,14
sept.-14,Santé,18,30,22,19,12
sept.-14,Sciences et techniques,7,16,8,6,1
sept.-14,Société,109,134,92,42,22
sept.-14,Sport,45,40,23,42,0
oct.-14,Catastrophes,43,51,31,12,3
oct.-14,Culture_loisirs,45,30,28,28,26
oct.-14,Economie,67,81,63,17,11
oct.-14,Education,10,5,2,2,1
oct.-14,Environnement,47,55,35,13,2
oct.-14,Faits divers,17,22,23,10,2
oct.-14,Histoire_hommages,4,9,5,2,5
oct.-14,International,54,99,47,58,121
oct.-14,Justice,24,26,25,16,8
oct.-14,Politique_France,37,37,27,22,8
oct.-14,Santé,27,57,49,17,19
oct.-14,Sciences et techniques,10,10,10,1,3
oct.-14,Société,57,102,98,29,27
oct.-14,Sport,48,33,25,32,0
nov.-14,Catastrophes,40,50,42,6,3
nov.-14,Culture_loisirs,48,38,32,20,21
nov.-14,Economie,50,69,38,19,15
nov.-14,Education,9,9,4,1,0
nov.-14,Environnement,56,32,28,11,13
nov.-14,Faits divers,21,23,20,7,0
nov.-14,Histoire_hommages,25,22,20,5,10
nov.-14,International,58,84,44,48,105
nov.-14,Justice,32,39,31,19,16
nov.-14,Politique_France,37,57,35,29,4
nov.-14,Santé,16,14,18,4,7
nov.-14,Sciences et techniques,17,22,8,7,5
nov.-14,Société,84,86,59,43,33
nov.-14,Sport,38,39,26,41,0
déc.-14,Catastrophes,74,88,57,16,16
déc.-14,Culture_loisirs,80,55,44,28,25
déc.-14,Economie,79,86,61,22,24
déc.-14,Education,11,8,6,5,1
déc.-14,Environnement,33,43,24,10,12
déc.-14,Faits divers,25,31,29,17,10
déc.-14,Histoire_hommages,6,20,11,2,6
déc.-14,International,60,91,35,51,128
déc.-14,Justice,13,16,11,11,14
déc.-14,Politique_France,49,50,39,23,7
déc.-14,Santé,25,30,26,7,10
déc.-14,Sciences et techniques,11,10,6,7,3
déc.-14,Société,141,182,118,65,46
déc.-14,Sport,31,27,17,43,0
janv.-15,Catastrophes,29,27,35,7,5
janv.-15,Culture_loisirs,41,34,18,26,25
janv.-15,Economie,39,48,23,13,8
janv.-15,Education,8,10,6,2,3
janv.-15,Environnement,21,15,8,4,1
janv.-15,Faits divers,6,6,10,4,0
janv.-15,Histoire_hommages,16,14,13,10,11
janv.-15,International,65,98,51,55,108
janv.-15,Justice,13,8,11,13,6
janv.-15,Politique_France,223,262,144,79,58
janv.-15,Santé,18,17,13,5,2
janv.-15,Sciences et techniques,10,4,3,3,0
janv.-15,Société,72,91,67,27,32
janv.-15,Sport,25,23,13,26,0
févr.-15,Catastrophes,48,38,37,4,3
févr.-15,Culture_loisirs,54,37,23,27,26
févr.-15,Economie,84,107,66,29,40
févr.-15,Education,16,7,6,2,1
févr.-15,Environnement,32,27,26,6,2
févr.-15,Faits divers,22,28,20,9,3
févr.-15,Histoire_hommages,7,16,9,2,6
févr.-15,International,65,92,60,52,114
févr.-15,Justice,22,26,17,23,11
févr.-15,Politique_France,50,62,33,20,10
févr.-15,Santé,15,12,15,3,2
févr.-15,Sciences et techniques,8,8,5,5,0
févr.-15,Société,50,76,54,41,20
févr.-15,Sport,41,41,25,27,1
mars-15,Catastrophes,97,133,72,27,15
mars-15,Culture_loisirs,45,30,25,27,23
mars-15,Economie,51,62,35,21,17
mars-15,Education,15,12,7,3,0
mars-15,Environnement,41,41,43,9,10
mars-15,Faits divers,53,59,39,23,8
mars-15,Histoire_hommages,6,9,6,1,9
mars-15,International,64,99,38,42,160
mars-15,Justice,11,21,18,18,13
mars-15,Politique_France,102,138,58,34,15
mars-15,Santé,29,25,17,7,2
mars-15,Sciences et techniques,14,25,12,3,4
mars-15,Société,91,83,68,39,40
mars-15,Sport,36,34,34,41,1
avr.-15,Catastrophes,69,64,53,25,12
avr.-15,Culture_loisirs,43,36,36,34,26
avr.-15,Economie,44,80,50,15,17
avr.-15,Education,13,10,4,0,3
avr.-15,Environnement,17,17,7,6,2
avr.-15,Faits divers,48,51,45,21,2
avr.-15,Histoire_hommages,29,26,30,11,24
avr.-15,International,32,55,19,29,88
avr.-15,Justice,21,18,9,7,13
avr.-15,Politique_France,48,56,48,30,17
avr.-15,Santé,25,7,15,6,2
avr.-15,Sciences et techniques,11,10,7,7,5
avr.-15,Société,73,110,51,32,29
avr.-15,Sport,33,22,20,34,0
mai-15,Catastrophes,27,23,21,5,8
mai-15,Culture_loisirs,50,39,29,23,26
mai-15,Economie,49,89,47,12,5
mai-15,Education,24,22,19,4,4
mai-15,Environnement,18,26,17,4,9
mai-15,Faits divers,16,15,24,4,1
mai-15,Histoire_hommages,21,24,17,10,11
mai-15,International,51,98,35,52,128
mai-15,Justice,25,15,18,15,12
mai-15,Politique_France,33,34,32,18,6
mai-15,Santé,20,20,12,4,2
mai-15,Sciences et techniques,16,6,6,3,0
mai-15,Société,98,97,54,21,27
mai-15,Sport,47,28,25,40,4
juin-15,Catastrophes,32,26,13,10,3
juin-15,Culture_loisirs,51,40,24,29,34
juin-15,Economie,77,142,70,42,47
juin-15,Education,21,23,8,2,0
juin-15,Environnement,39,31,27,4,14
juin-15,Faits divers,25,18,27,11,6
juin-15,Histoire_hommages,23,14,13,7,6
juin-15,International,89,117,55,69,124
juin-15,Justice,27,23,24,25,17
juin-15,Politique_France,79,84,68,49,11
juin-15,Santé,23,8,16,8,5
juin-15,Sciences et techniques,10,15,11,4,6
juin-15,Société,89,106,83,46,29
juin-15,Sport,59,46,38,54,4
juil.-15,Catastrophes,32,55,44,15,4
juil.-15,Culture_loisirs,57,22,30,36,28
juil.-15,Economie,126,154,90,56,56
juil.-15,Education,5,5,3,3,0
juil.-15,Environnement,28,32,25,8,2
juil.-15,Faits divers,8,13,10,7,9
juil.-15,Histoire_hommages,4,8,7,4,4
juil.-15,International,50,89,42,42,103
juil.-15,Justice,4,17,8,8,6
juil.-15,Politique_France,43,31,30,23,5
juil.-15,Santé,11,5,10,9,2
juil.-15,Sciences et techniques,20,12,7,3,3
juil.-15,Société,79,90,50,31,18
juil.-15,Sport,51,54,47,53,4
août-15,Catastrophes,31,62,43,11,18
août-15,Culture_loisirs,54,33,19,25,27
août-15,Economie,96,104,70,42,21
août-15,Education,13,5,7,4,2
août-15,Environnement,27,37,21,8,7
août-15,Faits divers,25,22,22,15,3
août-15,Histoire_hommages,4,9,6,1,7
août-15,International,47,63,30,39,118
août-15,Justice,7,13,13,11,10
août-15,Politique_France,55,52,49,28,14
août-15,Santé,9,11,4,6,2
août-15,Sciences et techniques,18,12,13,5,3
août-15,Société,93,87,68,22,23
août-15,Sport,41,39,31,39,2
sept.-15,Catastrophes,23,39,31,5,1
sept.-15,Culture_loisirs,48,33,30,11,26
sept.-15,Economie,65,100,39,13,11
sept.-15,Education,31,18,22,7,0
sept.-15,Environnement,42,56,33,19,19
sept.-15,Faits divers,12,13,19,7,3
sept.-15,Histoire_hommages,9,7,8,4,6
sept.-15,International,97,156,87,48,149
sept.-15,Justice,19,18,16,14,8
sept.-15,Politique_France,59,86,59,16,21
sept.-15,Santé,15,9,20,4,1
sept.-15,Sciences et techniques,21,13,8,3,7
sept.-15,Société,108,119,66,27,36
sept.-15,Sport,85,37,26,45,2
oct.-15,Catastrophes,74,79,49,14,9
oct.-15,Culture_loisirs,44,33,22,10,27
oct.-15,Economie,32,61,19,9,10
oct.-15,Education,8,16,6,4,2
oct.-15,Environnement,34,19,25,5,9
oct.-15,Faits divers,19,26,22,6,5
oct.-15,Histoire_hommages,5,9,4,2,3
oct.-15,International,53,91,41,43,152
oct.-15,Justice,22,25,28,23,6
oct.-15,Politique_France,34,35,32,10,13
oct.-15,Santé,17,15,14,5,2
oct.-15,Sciences et techniques,3,8,7,2,3
oct.-15,Société,94,100,73,35,23
oct.-15,Sport,65,22,23,35,2
nov.-15,Catastrophes,43,40,33,10,6
nov.-15,Culture_loisirs,33,22,8,6,22
nov.-15,Economie,34,53,33,3,3
nov.-15,Education,5,2,4,1,1
nov.-15,Environnement,52,37,32,15,7
nov.-15,Faits divers,12,7,7,5,1
nov.-15,Histoire_hommages,6,7,4,5,10
nov.-15,International,99,133,57,64,117
nov.-15,Justice,16,11,14,16,1
nov.-15,Politique_France,169,215,149,85,49
nov.-15,Santé,10,8,9,5,1
nov.-15,Sciences et techniques,10,7,4,3,4
nov.-15,Société,42,39,24,20,14
nov.-15,Sport,17,13,10,27,4
déc.-15,Catastrophes,6,19,10,6,2
déc.-15,Culture_loisirs,75,40,29,21,30
déc.-15,Economie,54,60,38,10,6
déc.-15,Education,5,7,3,1,2
déc.-15,Environnement,87,84,69,25,48
déc.-15,Faits divers,18,22,28,7,5
déc.-15,Histoire_hommages,8,9,4,2,4
déc.-15,International,53,112,56,44,122
déc.-15,Justice,16,13,15,13,11
déc.-15,Politique_France,128,125,99,54,37
déc.-15,Santé,19,11,21,4,3
déc.-15,Sciences et techniques,12,9,4,1,3
déc.-15,Société,95,97,62,24,21
déc.-15,Sport,27,14,12,35,2
janv.-16,Catastrophes,24,32,29,6,2
janv.-16,Culture_loisirs,47,41,15,11,23
janv.-16,Economie,53,56,32,13,7
janv.-16,Education,16,5,6,0,4
janv.-16,Environnement,40,31,29,6,6
janv.-16,Faits divers,15,24,23,11,20
janv.-16,Histoire_hommages,22,27,21,18,16
janv.-16,International,45,76,26,48,92
janv.-16,Justice,20,16,22,11,12
janv.-16,Politique_France,79,95,68,42,24
janv.-16,Santé,23,24,23,7,6
janv.-16,Sciences et techniques,12,7,7,5,1
janv.-16,Société,84,102,75,22,22
janv.-16,Sport,27,20,15,10,0
févr.-16,Catastrophes,41,49,42,8,5
févr.-16,Culture_loisirs,43,33,21,8,31
févr.-16,Economie,75,86,58,10,12
févr.-16,Education,10,3,2,1,0
févr.-16,Environnement,14,20,9,0,3
févr.-16,Faits divers,12,14,16,3,6
févr.-16,Histoire_hommages,8,9,6,5,7
févr.-16,International,63,113,34,50,122
févr.-16,Justice,16,23,23,15,5
févr.-16,Politique_France,66,68,57,41,15
févr.-16,Santé,20,9,8,7,4
févr.-16,Sciences et techniques,12,8,4,2,2
févr.-16,Société,83,84,70,27,22
févr.-16,Sport,32,15,15,21,3
mars-16,Catastrophes,17,18,32,6,1
mars-16,Culture_loisirs,58,49,22,9,34
mars-16,Economie,65,75,60,12,4
mars-16,Education,7,4,4,1,2
mars-16,Environnement,18,17,15,5,10
mars-16,Faits divers,14,18,17,7,2
mars-16,Histoire_hommages,21,18,11,7,9
mars-16,International,158,214,128,103,180
mars-16,Justice,12,12,14,5,6
mars-16,Politique_France,53,73,50,30,8
mars-16,Santé,18,12,12,7,2
mars-16,Sciences et techniques,17,19,10,3,7
mars-16,Société,122,135,96,50,20
mars-16,Sport,45,22,18,29,0
avr.-16,Catastrophes,16,15,19,3,8
avr.-16,Culture_loisirs,47,20,18,6,29
avr.-16,Economie,66,64,41,13,8
avr.-16,Education,14,5,8,0,1
avr.-16,Environnement,21,16,21,3,17
avr.-16,Faits divers,12,11,12,9,1
avr.-16,Histoire_hommages,13,16,14,3,6
avr.-16,International,67,98,39,49,106
avr.-16,Justice,21,39,26,19,19
avr.-16,Politique_France,39,48,37,17,6
avr.-16,Santé,20,11,9,0,4
avr.-16,Sciences et techniques,18,18,12,1,3
avr.-16,Société,105,122,100,50,34
avr.-16,Sport,35,26,27,31,0
mai-16,Catastrophes,97,125,96,40,7
mai-16,Culture_loisirs,59,49,42,15,36
mai-16,Economie,42,69,27,6,18
mai-16,Education,15,12,12,1,2
mai-16,Environnement,19,22,14,4,8
mai-16,Faits divers,18,21,23,12,4
mai-16,Histoire_hommages,15,20,12,8,14
mai-16,International,37,82,31,43,140
mai-16,Justice,17,19,20,18,9
mai-16,Politique_France,42,56,34,22,14
mai-16,Santé,13,10,6,1,1
mai-16,Sciences et techniques,19,9,10,2,6
mai-16,Société,156,196,126,43,37
mai-16,Sport,62,44,28,41,4
juin-16,Catastrophes,49,54,59,8,5
juin-16,Culture_loisirs,23,20,15,3,17
juin-16,Economie,21,28,14,2,9
juin-16,Education,15,4,7,1,1
juin-16,Environnement,12,18,11,2,5
juin-16,Faits divers,12,13,11,4,3
juin-16,Histoire_hommages,11,12,11,5,11
juin-16,International,107,144,88,45,138
juin-16,Justice,5,8,10,5,6
juin-16,Politique_France,69,81,45,30,13
juin-16,Santé,6,4,3,1,0
juin-16,Sciences et techniques,10,7,3,2,2
juin-16,Société,64,87,58,27,27
juin-16,Sport,129,55,80,43,9
juil.-16,Catastrophes,20,22,16,0,2
juil.-16,Culture_loisirs,38,27,19,0,26
juil.-16,Economie,34,37,22,0,7
juil.-16,Education,4,5,3,0,0
juil.-16,Environnement,17,7,2,0,3
juil.-16,Faits divers,12,11,10,0,4
juil.-16,Histoire_hommages,21,19,11,0,4
juil.-16,International,53,95,39,0,111
juil.-16,Justice,8,7,5,0,8
juil.-16,Politique_France,162,171,120,0,33
juil.-16,Santé,10,3,5,0,3
juil.-16,Sciences et techniques,17,10,2,0,4
juil.-16,Société,53,44,41,0,22
juil.-16,Sport,131,99,85,0,9
août-16,Catastrophes,56,64,57,0,5
août-16,Culture_loisirs,60,28,23,0,35
août-16,Economie,89,73,48,0,13
août-16,Education,26,8,9,0,0
août-16,Environnement,33,25,16,0,4
août-16,Faits divers,25,21,23,0,3
août-16,Histoire_hommages,7,8,5,0,9
août-16,International,37,72,31,0,166
août-16,Justice,17,13,10,0,11
août-16,Politique_France,70,83,66,0,15
août-16,Santé,11,7,7,0,4
août-16,Sciences et techniques,10,9,4,0,6
août-16,Société,96,78,49,0,26
août-16,Sport,118,166,90,0,9
sept.-16,Catastrophes,18,17,21,0,3
sept.-16,Culture_loisirs,40,34,20,0,28
sept.-16,Economie,75,61,48,0,17
sept.-16,Education,12,7,4,0,0
sept.-16,Environnement,18,25,20,0,3
sept.-16,Faits divers,12,16,14,0,2
sept.-16,Histoire_hommages,12,12,13,0,13
sept.-16,International,56,84,37,0,122
sept.-16,Justice,27,28,20,0,11
sept.-16,Politique_France,76,107,74,0,14
sept.-16,Santé,21,10,17,0,3
sept.-16,Sciences et techniques,19,14,6,0,6
sept.-16,Société,71,57,61,0,25
sept.-16,Sport,34,28,21,0,2
oct.-16,Catastrophes,31,31,25,0,8
oct.-16,Culture_loisirs,40,22,23,0,23
oct.-16,Economie,39,62,47,0,9
oct.-16,Education,7,6,3,0,2
oct.-16,Environnement,12,17,11,0,4
oct.-16,Faits divers,21,32,28,0,7
oct.-16,Histoire_hommages,8,8,10,0,3
oct.-16,International,77,112,50,0,123
oct.-16,Justice,9,9,10,0,2
oct.-16,Politique_France,92,92,85,0,26
oct.-16,Santé,13,7,11,0,2
oct.-16,Sciences et techniques,16,8,5,0,8
oct.-16,Société,58,63,46,0,27
oct.-16,Sport,21,11,12,0,0
nov.-16,Catastrophes,24,28,26,0,7
nov.-16,Culture_loisirs,40,17,14,0,21
nov.-16,Economie,34,53,43,0,9
nov.-16,Education,9,12,3,0,1
nov.-16,Environnement,17,12,22,0,12
nov.-16,Faits divers,12,12,21,0,1
nov.-16,Histoire_hommages,19,18,17,0,11
nov.-16,International,110,150,62,0,162
nov.-16,Justice,10,11,14,0,4
nov.-16,Politique_France,179,207,153,0,23
nov.-16,Santé,21,8,15,0,4
nov.-16,Sciences et techniques,37,16,13,0,4
nov.-16,Société,53,62,59,0,29
nov.-16,Sport,33,15,18,0,1
déc.-16,Catastrophes,14,12,7,0,8
déc.-16,Culture_loisirs,54,25,25,0,27
déc.-16,Economie,41,51,31,0,11
déc.-16,Education,12,3,3,0,1
déc.-16,Environnement,33,30,29,0,5
déc.-16,Faits divers,7,5,12,0,3
déc.-16,Histoire_hommages,17,21,22,0,13
déc.-16,International,86,131,66,0,135
déc.-16,Justice,22,24,35,0,13
déc.-16,Politique_France,67,58,51,0,8
déc.-16,Santé,16,11,10,0,2
déc.-16,Sciences et techniques,9,10,9,0,1
déc.-16,Société,90,71,58,0,26
déc.-16,Sport,24,20,18,0,2
janv.-17,Catastrophes,50,59,49,0,3
janv.-17,Culture_loisirs,48,33,27,0,34
janv.-17,Economie,44,70,40,0,9
janv.-17,Education,14,7,5,0,2
janv.-17,Environnement,42,35,27,0,6
janv.-17,Faits divers,10,13,20,0,4
janv.-17,Histoire_hommages,9,12,8,0,11
janv.-17,International,57,110,51,0,163
janv.-17,Justice,13,14,20,0,11
janv.-17,Politique_France,174,141,114,0,26
janv.-17,Santé,19,18,28,0,3
janv.-17,Sciences et techniques,26,12,7,0,5
janv.-17,Société,78,80,71,0,20
janv.-17,Sport,50,26,31,0,1
févr.-17,Catastrophes,19,21,27,0,1
févr.-17,Culture_loisirs,51,30,25,0,27
févr.-17,Economie,67,56,57,0,10
févr.-17,Education,7,7,3,0,1
févr.-17,Environnement,11,10,8,0,1
févr.-17,Faits divers,28,39,37,0,7
févr.-17,Histoire_hommages,1,3,4,0,3
févr.-17,International,34,73,21,0,129
févr.-17,Justice,23,24,17,0,9
févr.-17,Politique_France,125,144,101,0,20
févr.-17,Santé,9,8,9,0,1
févr.-17,Sciences et techniques,12,9,4,0,3
févr.-17,Société,71,47,39,0,18
févr.-17,Sport,21,21,14,0,3
mars-17,Catastrophes,7,12,15,0,2
mars-17,Culture_loisirs,21,19,20,0,25
mars-17,Economie,43,41,23,0,12
mars-17,Education,10,6,6,0,1
mars-17,Environnement,12,18,16,0,7
mars-17,Faits divers,26,23,26,0,2
mars-17,Histoire_hommages,8,9,7,0,5
mars-17,International,51,80,50,0,123
mars-17,Justice,12,13,20,0,14
mars-17,Politique_France,138,157,86,0,17
mars-17,Santé,15,5,7,0,2
mars-17,Sciences et techniques,15,8,7,0,8
mars-17,Société,74,80,63,0,27
mars-17,Sport,25,14,11,0,0
avr.-17,Catastrophes,7,4,6,0,2
avr.-17,Culture_loisirs,21,14,15,0,20
avr.-17,Economie,37,31,19,0,10
avr.-17,Education,4,5,0,0,1
avr.-17,Environnement,10,16,14,0,3
avr.-17,Faits divers,5,6,10,0,0
avr.-17,Histoire_hommages,4,5,4,0,5
avr.-17,International,63,101,50,0,118
avr.-17,Justice,5,5,12,0,9
avr.-17,Politique_France,145,210,130,0,58
avr.-17,Santé,8,3,7,0,1
avr.-17,Sciences et techniques,15,9,7,0,13
avr.-17,Société,49,43,47,0,20
avr.-17,Sport,19,13,10,0,0
mai-17,Catastrophes,7,11,12,0,3
mai-17,Culture_loisirs,24,27,30,0,29
mai-17,Economie,55,32,40,0,7
mai-17,Education,12,8,6,0,0
mai-17,Environnement,19,13,18,0,13
mai-17,Faits divers,8,7,14,0,5
mai-17,Histoire_hommages,6,8,7,0,9
mai-17,International,74,92,65,0,134
mai-17,Justice,16,21,15,0,19
mai-17,Politique_France,234,306,177,0,55
mai-17,Santé,10,6,7,0,3
mai-17,Sciences et techniques,26,12,14,0,10
mai-17,Société,57,54,37,0,23
mai-17,Sport,36,26,22,0,0
juin-17,Catastrophes,24,26,19,0,11
juin-17,Culture_loisirs,30,21,17,0,17
juin-17,Economie,31,37,37,0,13
juin-17,Education,19,14,9,0,0
juin-17,Environnement,28,16,23,0,8
juin-17,Faits divers,7,5,7,0,0
juin-17,Histoire_hommages,16,22,17,0,12
juin-17,International,53,84,49,0,107
juin-17,Justice,28,29,21,0,14
